input_row_key,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,input_main_postcode,input_main_street,input_main_street_number,chosen_veridion_id,chosen_company_name,main_country_code,main_country,main_region,main_city,main_postcode,main_street,main_street_number,website_domain,website_url,primary_phone,employee_count,revenue,main_industry,main_business_category,created_at,last_updated_at,chosen_score,score_margin,name_sim,country_match,city_match,postcode_match,street_match,number_match,susp_tld,tld,country_mismatch,low_conf,needs_review,review_reasons
240,Huawei Technologies (Bangladesh) Limited.,BD,Bangladesh,,,,,,0c3e379f-93e5-11eb-a33a-a3dfba582839,Bumblebee Tech,BD,Bangladesh,Dhaka Division,Dhaka,1000,,,bumblebeetech.com.bd,http://www.bumblebeetech.com.bd/,8802222226654.0,9.0,9800000.0,Banks & Financial Services,Payment Processing & Point of Sale,2020-08-21T14:58:45.000Z,2025-03-17T09:23:42.298Z,0.375,0.024019607843137225,0.3181818181818182,1.0,0.0,0.0,0.0,0.0,False,bd,False,True,True,low_confidence
241,HUAWEI TECHNOLOGIES (DENMARK) ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,2450,,,3821892f-0c58-11ec-a1e5-5b23ac48a38b,Xplora Technologies Denmark,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Njalsgade,76,xplora.dk,https://xplora.dk/,4570715075.0,75.0,17710244.0,Electrical & Electronic Equipment,Electronical Components Manufacturing,2021-08-20T06:53:06.000Z,2025-03-31T21:51:38.360Z,0.7172413793103448,0.025019157088122523,0.7586206896551724,1.0,1.0,0.0,0.0,0.0,False,dk,False,True,True,low_confidence
242,Huawei Technologies (Malaysia) Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,50400,Jalan Tun Razak,,3e229adb-f5be-11ed-9659-9b00f4ea9e93,Huawei Technologies Malaysia Sdn Bhd TRX,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,,Lingkaran TRX,Menara Exchange 106,,,,,,,,2023-05-18T20:53:13.539Z,2024-12-09T15:13:38.400Z,0.8210526315789474,0.20131578947368411,0.9473684210526315,1.0,1.0,0.0,0.0,0.0,False,,False,False,False,
243,"HUAWEI TECHNOLOGIES (THAILAND) CO., LTD.",TH,Thailand,Bangkok,Bangkok,10310,,,8a15fed6-1b00-11ec-9b25-637f12b6c164,Huawei Technologies Thailand Company Limited,TH,Thailand,Bangkok,Huai Khwang,10310,Soi Rama IX Soi 1,11fl,,,6620958199.0,,,,,2021-12-14T16:39:40.000Z,2025-04-20T08:32:10.828Z,0.8,0.050000000000000044,1.0,1.0,0.0,1.0,0.0,0.0,False,,False,False,False,
244,HUAWEI TECHNOLOGIES NORWAY AS,NO,Norway,Viken,Bærum,1364,Rolfsbuktveien,4C,fea798e2-1afc-11ec-9308-05476ec24aab,Huawei Technologies Norway AS,NO,Norway,Viken,Bærum,1364,Rolfsbuktveien,4C,,,4721629090.0,,,,,2021-10-26T07:59:09.000Z,2025-03-28T00:17:16.022Z,0.9860000000000001,0.29052631578947363,1.0,1.0,1.0,1.0,0.8,1.0,False,,False,False,False,
245,HUAWEI TECHNOLOGIES PAKISTAN (PRIVATE) LIMITED,PK,Pakistan,Islamabad Capital Territory,Islamabad,44000,Jinnah Avenue,,4bd95951-e516-11ed-ae31-691dccb8b954,Huawei Technologies Pakistan,PK,Pakistan,Punjab,Lahore,54010,Bajwa Street,,,,92512096014.0,,,,,2023-04-27T16:09:49.078Z,2025-04-20T02:52:40.462Z,0.6812500000000001,0.007720588235294201,0.875,1.0,0.0,0.0,0.0,0.0,False,,False,True,True,low_confidence
246,Huawei Technologies Sweden AB,SE,Sweden,,,,,,e0fcb950-453e-11ee-9a94-efaadc7f2382,Huawei Sweden Hackathon,SE,Sweden,,,,,,huaweihackathon2023.se,https://huaweihackathon2023.se/,,,,Blogs & Publications,Blogs & Publications,2023-08-28T01:04:38.270Z,2024-06-28T02:13:19.000Z,0.5918367346938777,0.025170068027211,0.5306122448979592,1.0,1.0,0.0,0.0,0.0,False,se,False,True,True,low_confidence
247,HUBER+SUHNER A/S,DK,Denmark,Capital Region Of Denmark,Furesø Municipality,3500,,,7d5aecb0-1b05-11ec-88d5-df9161de908b,Huber Suhner A/S.,DK,Denmark,Capital Region Of Denmark,Værløse,3500,Kirke Værløsevej,14,,,,,,Electrical & Electronic Equipment,Electronical Components Manufacturing,2021-08-20T06:52:50.000Z,2025-04-18T04:06:44.959Z,0.8,0.3285714285714286,1.0,1.0,0.0,1.0,0.0,0.0,False,,False,False,False,
248,Huber+Suhner AG,CH,Switzerland,Appenzell Ausserrhoden,Herisau,9100,Degersheimerstrasse,14,0ac24602-93e5-11eb-8474-3bbe2d07207d,HUBER SUHNER Sales Partners,CH,Switzerland,Appenzell Ausserrhoden,Herisau,9100,Degersheimerstrasse,14,hubersuhner.com,http://www.hubersuhner.com/,85228666600.0,4500.0,1000000000.0,Electrical & Electronic Equipment,Electronical Components Manufacturing,2019-11-24T02:13:17.000Z,2025-04-20T14:07:34.870Z,0.7744615384615386,0.024461538461538646,0.6153846153846154,1.0,1.0,1.0,0.8,1.0,False,com,False,True,True,low_confidence
249,HUBER+SUHNER ELECTRONICS PRIVATE LIMITED,IN,India,Delhi,New Delhi,110001,Tolstoy Marg,1,0ac24602-93e5-11eb-8474-3bbe2d07207d,HUBER SUHNER Sales Partners,CH,Switzerland,Appenzell Ausserrhoden,Herisau,9100,Degersheimerstrasse,14,hubersuhner.com,http://www.hubersuhner.com/,85228666600.0,4500.0,1000000000.0,Electrical & Electronic Equipment,Electronical Components Manufacturing,2019-11-24T02:13:17.000Z,2025-04-20T14:07:34.870Z,0.3915254237288136,0.04890247290914146,0.711864406779661,0.0,0.0,0.0,0.0,0.0,False,com,True,True,True,"low_confidence,country_mismatch"
25,AIG EUROPE S.A. NUF,NO,Norway,Oslo,Oslo,0160,Rosenkrantz’ Gate,22,379975dc-93e5-11eb-90d2-e3355a7e800b,AIG Norge,NO,Norway,Oslo,Oslo,0160,Rosenkrantz’ Gate,22,aig.no,https://www.aig.no/,4722002080.0,20.0,28010168.0,Insurance,"Insurance - Agents, Carriers & Brokers",2019-11-24T01:26:46.000Z,2025-03-31T17:31:07.998Z,0.6397037037037039,0.038703703703703796,0.37037037037037035,1.0,1.0,1.0,0.8,1.0,False,no,False,True,True,low_confidence
250,Hum Network Limited,PK,Pakistan,Sindh,Saddar Town,74000,,,395074a2-93e5-11eb-a746-fdabd18be9c6,Hum Network,PK,Pakistan,Sindh,Karachi Division,,,,humnetwork.tv,https://www.humnetwork.tv/,17034169134.0,721.0,5750132.0,Media Companies,Radio & Television Production,2019-11-24T03:43:40.000Z,2025-04-04T11:44:14.609Z,0.75,0.3,1.0,1.0,0.0,0.0,0.0,0.0,False,tv,False,False,False,
251,Human Edge Management AG,CH,Switzerland,Basel-City,Basel,4059,Faidostrasse,9,14161f0e-93e5-11eb-97db-273ba5953680,Human Edge,CH,Switzerland,Basel-City,Basel,4059,Faidostrasse,9,human-edge.com,http://human-edge.com/,41612293834.0,29.0,6658730.0,Business Consulting,Business Consulting,2020-05-01T03:14:34.000Z,2025-03-31T08:02:07.972Z,0.8026666666666668,0.22766666666666668,0.6666666666666666,1.0,1.0,1.0,0.8,1.0,False,com,False,False,False,
252,Hydro Energi AS,NO,Norway,Oslo,Oslo,0283,Drammensveien,264,f035adb0-d13e-11ec-a4fa-c3f40e4b757a,Hydro Rein,NO,Norway,Oslo,Oslo,0283,Drammensveien,264,hydrorein.com,https://www.hydrorein.com/,46709994119.0,105.0,159607200.0,Renewable energy,Hydropower energy and services,2022-03-05T09:08:08.000Z,2024-11-14T16:14:43.723Z,0.8360000000000002,0.04516129032258065,0.7272727272727273,1.0,1.0,1.0,0.8,1.0,False,com,False,True,True,low_confidence
253,IBM DANMARK A/S,DK,Denmark,,,,,,ccf0aeb1-1b03-11ec-a15b-458b278fe121,IBM CIC.,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Njalsgade,76,,,,,,Software & IT Services,Tech Companies,2021-10-02T18:21:36.000Z,2025-03-28T00:38:21.898Z,0.4,0.09999999999999998,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,False,,False,True,True,low_confidence
254,Idemia France SAS,FR,France,,,,,,33e93227-8a9a-11ec-8f0a-eb02b2415b08,IDEMIA France SAS.,FR,France,Ile-de-France,Courbevoie,92400,Place Samuel De Champlain,2,bioscrypt.com,https://www.bioscrypt.com/,,,2600000000.0,Other Professional Services,"Alarms, Surveillance & Security Systems",2022-02-21T21:40:20.000Z,2024-11-29T13:44:21.806Z,0.75,0.10263157894736841,1.0,1.0,0.0,0.0,0.0,0.0,False,com,False,False,False,
255,OBERTHUR TECHNOLOGIES NORWAY AS,NO,Norway,Rogaland,Stavanger,4034,Godesetdalen,10,03831c14-93e5-11eb-a33a-a3dfba582839,Oberthur Technologies,FR,France,Ile-de-France,Paris,,,,oberthur.com,https://www.oberthur.com/,,14000.0,3218017536.0,Banks & Financial Services,Payment Processing & Point of Sale,2019-11-23T23:55:31.000Z,2025-04-04T11:44:14.609Z,0.4714285714285714,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,False,com,True,True,True,"low_confidence,country_mismatch"
256,"IKANO BANK, FILIAL AF IKANO BANK AB (PUBL), SVERIGE",DK,Denmark,Capital Region Of Denmark,Glostrup,2600,Stationsparken,24,5b5ec89c-aab9-11ef-8c37-f97fe3d0526b,Ikano Bank Leasing,DK,Denmark,Capital Region Of Denmark,Glostrup,2600,Stationsparken,24,vinnuleasing.fo,https://www.vinnuleasing.fo/,4543556782.0,,,Banks & Financial Services,Loans & Financing,2024-11-24T13:33:22.000Z,2024-11-25T09:08:47.000Z,0.6843870967741937,0.04468339307048985,0.45161290322580644,1.0,1.0,1.0,0.8,1.0,False,fo,False,True,True,low_confidence
257,Imi Mobile Vas Limited,BD,Bangladesh,,,,,,25bf4898-a69a-11ec-9108-57519746fb39,IMI Mobile VAS Ltd FZE,GB,United Kingdom,England,London,EC1M 4BH,St. John's Lane,5,,,18553240970.0,,212100000.0,Software & IT Services,Tech Companies,2021-06-08T14:22:32.000Z,2025-04-20T22:18:39.929Z,0.48125000000000007,0.050815217391304346,0.875,0.0,0.0,0.0,0.0,0.0,False,,True,True,True,"low_confidence,country_mismatch"
258,IMIMOBILE EUROPE LIMITED,GB,United Kingdom,England,London,EC1M 4BH,St. John's Lane,5,df37ba50-93e4-11eb-b89f-536884b3e7dd,IMImobile,GB,United Kingdom,England,London,EC1M 4BH,St. John's Lane,5,imimobile.com,https://imimobile.com/,914023555945.0,1100.0,134771712.0,Software & IT Services,Tech Companies,2019-11-24T12:38:10.000Z,2025-04-04T11:44:14.609Z,0.8320000000000002,0.04011764705882359,0.72,1.0,1.0,1.0,0.8,1.0,False,com,False,True,True,low_confidence
259,INDEPENDENT MEDIA CORPORATION (PRIVATE) LIMITED.,PK,Pakistan,Sindh,Karachi,74400,I.I. Chundrigar Road,,c2a15e50-d5c4-11ee-b607-b56d5b475a9b,Independent Pak Media,PK,Pakistan,Punjab,Gojra,38100,,,,,,,,Mental Health Specialists,Psychologists & Counseling Services,2024-02-27T23:05:10.183Z,2025-04-18T23:46:53.179Z,0.6065217391304347,0.10252173913043461,0.7391304347826086,1.0,0.0,0.0,0.0,0.0,False,,False,False,False,
26,AKTIESELSKABET RODOVRE CENTRUM,DK,Denmark,Capital Region Of Denmark,Rødovre Municipality,2610,Rødovre Centrum,202,eab4a797-e56c-11ed-86c6-9fd2c95fb352,Aktieselskabet Rødovre Centrum,DK,Denmark,Capital Region Of Denmark,Rødovre Municipality,2610,Rødovre Centrum,202,,,,,,,,2023-04-28T02:29:45.995Z,2025-04-20T08:33:29.456Z,0.9676666666666668,0.21944444444444444,0.9666666666666667,1.0,1.0,1.0,0.8,1.0,False,,False,False,False,
260,INFINERA CORPORATION,US,United States,California,San Jose,95119,San Ignacio Avenue,6373,3eb2bbab-17c0-11f0-af94-ddfd1c46b53d,INFINERA CORP,US,United States,California,San Jose,95119,San Ignacio Avenue,6373,infinerac.xyz,https://www.infinerac.xyz/,14085725200.0,,,,,2025-02-22T08:33:24.000Z,2025-03-10T00:39:11.000Z,0.9860000000000001,0.0,1.0,1.0,1.0,1.0,0.8,1.0,True,xyz,False,True,True,"low_confidence,suspicious_tld"
261,INFOMEDIA A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1112,,,fa89bf14-93e4-11eb-9937-4fab995bf8ff,INFOMEDIA,DK,Denmark,Capital Region Of Denmark,Copenhagen,1112,Pilestræde,58,infomedia.dk,https://infomedia.dk/,4526937698.0,200.0,16000000.0,Marketing & Advertising Agencies,Public Relations Agencies,2019-11-24T01:14:23.000Z,2025-02-07T20:25:31.000Z,0.8000000000000002,0.04166666666666663,0.8181818181818182,1.0,1.0,1.0,0.0,0.0,False,dk,False,True,True,low_confidence
262,INFOSYS LIMITED,IN,India,Karnataka,Bengaluru,560100,Hosur Road,,dcc5e190-22df-11ec-817c-6169a8cec47d,Infosys Limited,IN,India,Karnataka,Bengaluru,560003,Sampige Road,405,,,918025592088.0,,,Software & IT Services,Tech Companies,2021-12-09T02:51:10.000Z,2025-03-18T16:53:29.603Z,0.85,0.016222222222222138,1.0,1.0,1.0,0.0,0.0,0.0,False,,False,True,True,low_confidence
263,Ingram Micro Mobility Sweden AB,SE,Sweden,,,,,,23bb110e-49a8-11ef-b831-79711486170a,INGRAM MICRO NORDIC LOGISTICS AB.,SE,Sweden,Västra Götaland County,Borås,503 31,,,,,,3.0,,,,2024-07-24T10:32:01.989Z,2024-11-06T14:50:24.176Z,0.5666666666666667,0.1366666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,False,,False,False,False,
264,inlumi ApS,DK,Denmark,Capital Region Of Denmark,Ballerup Municipality,2740,Mileparken,22,72c0cb60-0a5c-11ed-93fa-95e7af8bdf7c,InLumi DOT,DK,Denmark,Region Of Southern Denmark,Assens Municipality,5610,Blomstervænget,23,inlumidot.dk,https://inlumidot.dk/,4528184184.0,8.0,1310411.0,Photographers & Photographic Studios,Photographers & Photographic Studios,2022-07-23T07:16:07.000Z,2024-12-07T03:35:51.000Z,0.585,0.08334782608695646,0.7,1.0,0.0,0.0,0.0,0.0,False,dk,False,False,False,
265,INSIDER SECURITY PTE. LTD.,SG,Singapore,Central,Singapore,808038,Mimosa Crescent,81,b99023f2-93e4-11eb-a33a-a3dfba582839,InsiderSecurity,SG,Singapore,Southwest,,609930,International Business Park,2,insidersecurity.co,https://insidersecurity.co/,6562704029.0,32.0,8417258.0,Software & IT Services,Tech Companies,2020-06-08T08:22:24.000Z,2025-01-18T12:59:23.000Z,0.7322580645161292,0.16559139784946253,0.967741935483871,1.0,0.0,0.0,0.0,0.0,False,co,False,False,False,
266,INTEGRITY RISK INTERNATIONAL LLC,US,United States,Virginia,Reston,20191,Commerce Park Drive,11440,99015501-93e4-11eb-b4a6-27899be4e45d,Integrity Risk International,US,United States,Virginia,Reston,20191,Commerce Park Drive,11440,integrityriskintl.com,https://www.integrityriskintl.com/,17032590205.0,42.0,10685824.0,Business Consulting,Business Consulting,2019-11-24T12:59:13.000Z,2025-03-18T03:42:41.813Z,0.9860000000000001,0.27528571428571424,1.0,1.0,1.0,1.0,0.8,1.0,False,com,False,False,False,
267,Intouch Insight Inc.,CA,Canada,Ontario,Ottawa,K2K 3H4,March Road,400,886a8187-93e4-11eb-b4a6-27899be4e45d,Intouch Insight,CA,Canada,Ontario,Ottawa,K2K 0G7,March Road,400,intouchinsight.com,https://www.intouchinsight.com/,18002632980.0,180.0,15500000.0,Software & IT Services,Tech Companies,2019-11-24T12:15:09.000Z,2025-04-15T18:22:27.788Z,0.936,0.3693333333333334,1.0,1.0,1.0,0.0,0.8,1.0,False,com,False,False,False,
268,Intrum Debt Finance AG,CH,Switzerland,Zug,Zoug,6300,Industriestrasse,13c,daa75cd0-93e4-11eb-8474-3bbe2d07207d,Intrum,CH,Switzerland,Zurich,Schwerzenbach,8603,Eschenstrasse,12,intrum.ch,https://www.intrum.ch/de/konsumenten/,41448068565.0,150.0,25266520.0,Banks & Financial Services,Debt Collection Agencies,2019-11-24T03:39:55.000Z,2025-03-28T07:20:48.625Z,0.464,0.0,0.48,1.0,0.0,0.0,0.0,0.0,False,ch,False,True,True,low_confidence
269,ADVIS A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2500,Kirsten Walthers Vej,7,3c29f631-0c51-11ec-a966-a7729a63d3f1,Advisas GmbH,DE,Germany,Lower Saxony,Hanover,30179,Vahrenwalder Straße,269A,advisas.de,https://advisas.de/,4951165610320.0,15.0,3088731.0,Investment Firms & Consultants,Investment Consultants & Financial Advisors,2021-09-03T00:10:10.000Z,2025-03-28T03:59:44.077Z,0.48125000000000007,0.053472222222222254,0.875,0.0,0.0,0.0,0.0,0.0,False,de,True,True,True,"low_confidence,country_mismatch"
27,ALLEN OVERY SHEARMAN STERLING LLP,GB,United Kingdom,England,London,E1 6AD,Bishops Square,,19609053-0bbc-11ee-900c-9bee0d280070,A&O Shearman,GB,United Kingdom,England,London,E1 6AD,Bishops Square,,aoshearman.com,https://www.aoshearman.com/en,33140065400.0,5800.0,2400000000.0,Lawyers,Legal Services,2021-04-01T10:23:08.000Z,2025-04-21T06:31:05.449Z,0.6978367346938777,0.05154043839758149,0.5306122448979592,1.0,1.0,1.0,0.8,0.0,False,com,False,False,False,
270,IPG MEDIABRANDS (SINGAPORE) PTE. LTD.,SG,Singapore,,,,,,9b3460e0-4e9a-11ef-9005-197c1f23de9c,IPG Mediabrands APAC,SG,Singapore,Central,Singapore,237994,Kim Seng Promenade,1,,,,20.0,4481691.0,Marketing & Advertising Agencies,Public Relations Agencies,2022-02-12T16:54:32.000Z,2025-03-27T00:00:45.795Z,0.6400000000000001,0.22000000000000008,0.8,1.0,0.0,0.0,0.0,0.0,False,,False,False,False,
271,Ipsos Sdn. Bhd.,MY,Malaysia,,,59200,,,dff13de7-1afd-11ec-a31a-a7a88bbb321b,Ipsos Sdn Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,59200,Lingkaran Syed Putra,,,,60322893000.0,,,Marketing & Advertising Agencies,Market Research & Opinion Polling,2021-12-09T02:29:58.000Z,2025-03-19T05:50:08.994Z,0.8,0.26481481481481484,1.0,1.0,0.0,1.0,0.0,0.0,False,,False,False,False,
272,ISS Facility Services A/S,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,2860,Gyngemose Parkvej,50,52dd79a7-64a6-11ee-8ba4-c1d00e9cebfd,ISS Facility Services Ltd.,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,2860,Buddingevej,197,frontend-issworld-demo.vercel.app,https://frontend-issworld-demo.vercel.app/en,40212524777.0,,,Cleaning services,Office & Industrial Cleaning,2023-10-07T00:08:44.000Z,2024-11-28T16:38:27.000Z,0.8521739130434783,0.10217391304347834,0.9130434782608695,1.0,1.0,1.0,0.0,0.0,False,app,False,False,False,
273,ISS FACILITY SERVICES AB,SE,Sweden,,,,,,4cf5285b-27d1-11ef-bd6f-218060e3190a,ISS Facility Services AB.,SE,Sweden,Kalmar County,Västervik,593 37,Folkparksvägen,31,,,46771181020.0,,,Cleaning services,Housekeeping Services,2024-06-11T09:01:27.073Z,2025-04-03T00:33:45.232Z,0.75,0.013414634146341475,1.0,1.0,0.0,0.0,0.0,0.0,False,,False,True,True,low_confidence
274,ISS FACILITY SERVICES AS,NO,Norway,Oslo,Oslo,0195,Smeltedigelen,1,b6933ece-a507-11ec-aceb-79f5b854cd8b,ISS Facility Services Norge,NO,Norway,Oslo,Oslo,0195,Smeltedigelen,1,,,,550.0,,,,2022-03-16T08:40:13.000Z,2025-01-11T00:42:14.842Z,0.9172500000000002,0.06725000000000025,0.875,1.0,1.0,1.0,0.8,1.0,False,,False,False,False,
275,ISS GLOBAL A/S,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,2860,Buddingevej,197,03a29e1d-0e0f-11ec-9e7a-c7c07683508d,ISS GLOBAL,GB,United Kingdom,England,London,IG11 0DS,River Road,,iss-global-bmt.com,https://iss-global-bmt.com/,,75.0,27084392.0,Building Material,Building Material Manufacturers,2021-09-05T04:41:24.000Z,2025-02-09T07:35:10.000Z,0.45833333333333337,0.0642156862745098,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,False,com,True,True,True,"low_confidence,country_mismatch"
276,ITECTRA A/S,DK,Denmark,North Denmark Region,Aalborg Municipality,9200,Sofiendalsvej,85,6d50f1e1-93e4-11eb-b4a6-27899be4e45d,Itectra,DK,Denmark,North Denmark Region,Aalborg,9200,Sofiendalsvej,94B,itectra.com,https://itectra.com/,4572170058.0,12.0,2697310.0,Software & IT Services,Tech Companies,2020-02-25T11:18:22.000Z,2025-03-26T06:52:28.269Z,0.7837777777777779,0.3560000000000001,0.7777777777777778,1.0,0.5,1.0,0.8,0.0,False,com,False,False,False,
277,JACK OF DIGITAL (PRIVATE) LIMITED,PK,Pakistan,Sindh,Saddar Town,75500,,,aceeb54f-027f-11ec-adbd-5ff720d6d289,Jack of Digital,PK,Pakistan,Sindh,Saddar Town,75600,Gizri Road,,jackofdigital.com,https://jackofdigital.com/,923170035225.0,38.0,1000000.0,Marketing & Advertising Agencies,Digital & Marketing Agencies,2021-08-20T18:26:11.000Z,2025-01-19T20:47:38.055Z,0.7342105263157895,0.2008771929824561,0.7894736842105263,1.0,1.0,0.0,0.0,0.0,False,com,False,False,False,
278,AEON DANMARK A/S,DK,Denmark,Region Of Southern Denmark,Vejle,7100,Dianavej,13,3b4ba864-93e5-11eb-b5f6-816dd10ac7b0,Jansson El,DK,Denmark,Region Of Southern Denmark,Vejle,7100,Dianavej,13,jansson.dk,https://jansson.dk/,4575331082.0,220.0,50200992.0,Entertainment,Event Planner Services,2019-11-24T11:50:42.000Z,2025-04-20T16:01:05.025Z,0.6052307692307693,0.08439743589743598,0.3076923076923077,1.0,1.0,1.0,0.8,1.0,False,dk,False,False,False,
279,Jastel Network Co Ltd,TH,Thailand,Nonthaburi Province,Pak Kret City Municipality,11120,,,118f5963-1415-11ee-aa6c-317d367c2e00,JasTel Data Center,TH,Thailand,Nonthaburi Province,Pak Kret District,11120,ซอยสีไชยทอง 1,,,,,,,Telecommunication Services,Telecommunications,2023-06-26T11:28:53.547Z,2025-03-18T23:26:49.963Z,0.59375,0.06374999999999997,0.625,1.0,0.0,1.0,0.0,0.0,False,,False,False,False,
28,ALTAIR GLOBAL RELOCATION SINGAPORE PTE. LTD.,SG,Singapore,Central,Singapore,068804,Shenton Way,2,0c992f9f-0fd1-11ec-bd22-89bd160f55dd,Marubeni-Itochu Tubulars Asia,SG,Singapore,Central,Singapore,068804,Shenton Way,2,misteel.com.sg,https://www.misteel.com.sg/,60327206391.0,525.0,288129024.0,Processed Metal,Stainless Steel Products,2021-09-07T10:51:06.000Z,2025-04-18T04:49:10.127Z,0.5931428571428573,0.05114285714285727,0.2857142857142857,1.0,1.0,1.0,0.8,1.0,False,sg,False,False,False,
280,JLL Corporate Solutions AB,SE,Sweden,,,,,,117f0e3f-9c88-11ef-8bab-03376d671938,JLL CORPORATE SOLUTIONS AB.,SE,Sweden,Stockholm County,Stockholm,111 29,,,,,,,,,,2024-07-25T04:20:11.635Z,2024-12-02T18:03:24.356Z,0.75,0.3833333333333333,1.0,1.0,0.0,0.0,0.0,0.0,False,,False,False,False,
281,JOB-INDEX A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,2500,Carl Jacobsens Vej,31,95040fb3-93e4-11eb-9937-4fab995bf8ff,Jobindex,DK,Denmark,Capital Region Of Denmark,Copenhagen,2500,Carl Jacobsens Vej,29-31,jobindex.tv,https://jobindex.tv/,4538323350.0,75.0,6598815.0,HR Services,Employment Agencies & HR Consulting,2019-11-27T09:46:25.000Z,2024-10-29T02:19:40.000Z,0.8250476190476191,0.20600000000000007,0.7619047619047619,1.0,1.0,1.0,0.8,0.0,False,tv,False,False,False,
282,JOBSTREET.COM PTE LTD,SG,Singapore,Central,Singapore,078881,Wallich Street,1,04f6a945-93e5-11eb-8474-3bbe2d07207d,International Tax Management,SG,Singapore,Central,Singapore,078881,Wallich Street,,itm.com.sg,https://itm.com.sg/,6597764058.0,3.0,154088.0,Accountants & Tax Services,Tax Preparation,2020-04-20T20:54:15.000Z,2025-04-19T05:45:17.439Z,0.5401463414634147,0.0901463414634146,0.24390243902439024,1.0,1.0,1.0,0.8,0.0,False,sg,False,False,False,
283,JOHNSON CONTROLS DENMARK APS,DK,Denmark,Central Denmark Region,Aarhus,8270,Christian X's Vej,201,3029aeeb-1b04-11ec-be44-b33b64e33ebc,Johnson Controls Denmark ApS Head office,DK,Denmark,Central Denmark Region,Aarhus,8270,Christian X's Vej,201,,,4587367000.0,,,Finishing Contractors,Heating & Air Conditioning,2021-10-26T08:00:12.000Z,2025-03-26T14:32:20.816Z,0.8889411764705883,0.0989411764705882,0.8235294117647058,1.0,1.0,1.0,0.8,1.0,False,,False,False,False,
284,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,SG,Singapore,Southeast,,408533,Paya Lebar Link,1,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,Jones Lang Lasalle Property Consultants Pte. Ltd.,SG,Singapore,Central,Singapore,178957,Temasek Boulevard,6,,,6563372737.0,,,Real Estate - Agents & Managers,Real Estate - Agents & Managers,2023-02-06T14:50:05.044Z,2025-04-11T11:41:19.014Z,0.75,0.16739130434782612,1.0,1.0,0.0,0.0,0.0,0.0,False,,False,False,False,
285,Kahoot! Denmark ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,1620,Vesterbrogade,1L,1e9bdc67-a864-11ef-9981-35cc82574036,Kahoot Winner,ES,Spain,,,,,,kahootwinner.es,https://kahootwinner.es/,,,,Software & IT Services,Tech Companies,2024-11-17T05:55:07.000Z,2024-11-17T09:51:23.000Z,0.31935483870967746,0.044354838709677435,0.5806451612903226,0.0,0.0,0.0,0.0,0.0,False,es,True,True,True,"low_confidence,country_mismatch"
286,KAMTOWER DANMARK A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,1421,3,3,176101a0-0bf1-11ec-b44e-c7472e34a686,Jensen & Lund,DK,Denmark,Capital Region Of Denmark,Copenhagen,1421,Lille Søndervoldstræde,4,jensen-lund.dk,http://jensen-lund.dk/,4540879262.0,15.0,4152562.0,Book Publishers,Book Publisher,2021-08-19T21:41:03.000Z,2025-03-28T22:58:19.788Z,0.5071428571428572,0.05401785714285717,0.2857142857142857,1.0,1.0,1.0,0.0,0.0,False,dk,False,False,False,
287,KANTAR TNS AS,NO,Norway,Oslo,Oslo,0187,Lakkegata,23,0013bee4-93e5-11eb-b89f-536884b3e7dd,Kantar,NO,Norway,Oslo,Oslo,0187,Lakkegata,23,kantar.no,https://kantar.no/,4799426846.0,150.0,46283712.0,Marketing & Advertising Agencies,Market Research & Opinion Polling,2019-11-23T23:50:52.000Z,2025-02-27T22:45:56.000Z,0.8485000000000001,0.3245000000000001,0.75,1.0,1.0,1.0,0.8,1.0,False,no,False,False,False,
288,"Kaon Broadband Co.,Ltd.",KR,South Korea,Gyeonggi,Seongnam-si,,,,39d1a58b-0586-11ec-ad6d-99fb67e6c4ba,KAON BROADBAND,KR,South Korea,Gyeonggi,Seongnam-si,13517,,,kaonbroadband.com,http://www.kaonbroadband.com/home.do?lang=en,82317248777.0,,,Telecommunication Services,Hosting & Cloud Infrastructure Providers,2021-08-24T21:56:43.000Z,2024-11-29T12:29:20.000Z,0.85,0.2749999999999999,1.0,1.0,1.0,0.0,0.0,0.0,False,com,False,False,False,
